Država;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: VLADIMIR KONEÈNY, prof.                                        ;AKCIJA MLADIH - AM, Nositelj liste: VOJMIR SABOLIÆ                                                    ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, HRVATSKA RADNIÈKA STRANKA - HRS, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSSNositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;DOMOVINSKA GRAÐANSKA STRANKA - DGS, Nositelj liste: DRAGO MINTAS;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: JOSIP MILJAK                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA EUROPSKA STRANKA - HES, Nositelj liste: MARIN VLAHOVIÆ          ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, KRŠÆANSKA SOCIJALNA UNIJA - KSU, Nositelj liste: FRANJO ŠTAMBUK;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: dr.sc. VESNA PUSIÆ                    ;HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, ZAGORSKA STRANKA - ZS, ZAGORSKA DEMOKRATSKA STRANKA - ZDS, Nositelj liste: TATJANA HOLJEVAC;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: MARIO LOZIÆ                                        ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKA STRANKA ZELENIH-EKO SAVEZ - ZELENI, Nositelj liste: mr.sc. ZLATKO SVIBEN;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: DEJAN LECIÆ;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: MILOVAN ŠIBL;LJEVICA HRVATSKE - LJEVICA, SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, HRVATSKI SOCIJALDEMOKRATI - HSD, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, Nositelj liste: IVAN NINIÆ;NEOVISNA LISTA, Nositelj liste: dr.sc. SLAVEN LETICA                                 ;NEOVISNA LISTA, Nositelj liste: BRANKO VUKŠIÆ                                 ;PRIMORSKO GORANSKI SAVEZ - PGS, SLAVONSKO-BARANJSKA HRVATSKA STRANKA - SBHS, MEÐIMURSKI DEMOKRATSKI SAVEZ - MDS, DALMATINSKA LIBERALNA STRANKA - DLS, Nositelj liste: DAVOR KOŽUH, dipl.ing. stroj.;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: VENKO BANOVIÆ;ZELENA LISTA, Nositelj liste: VLASTA TOTH, dipl.oec.                                                          
BOSNA I HERCEGOVINA;84;;29;29;29;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;85;;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;86;;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;87;;11;11;11;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;88;;14;14;14;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;89;;11;11;11;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;90;;12;12;12;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;91;;4;4;4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
BOSNA I HERCEGOVINA;92;;18;18;18;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
BOSNA I HERCEGOVINA;93;;10;10;10;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
BOSNA I HERCEGOVINA;94;;2;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;95;;7;7;7;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;96;;4;4;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;97;;3;3;3;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;98;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;99;;3;3;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;100;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;101;;2;2;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;102;;3;3;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;103;;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
BOSNA I HERCEGOVINA;104;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;105;;2;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;106;;3;3;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;107;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;108;;2;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;109;;3;3;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
BOSNA I HERCEGOVINA;110;;5;5;5;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;111;;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;112;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;113;;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;114;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;115;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;116;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;117;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;118;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;119;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;120;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;121;;5;5;5;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;122;;12;12;12;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOSNA I HERCEGOVINA;123;;4;4;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
BOSNA I HERCEGOVINA;124;;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRAZIL;1;;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRAZIL;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BUGARSKA;1;;10;10;10;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
CRNA GORA;1;;6;6;6;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
CRNA GORA;2;;11;11;11;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
CRNA GORA;3;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CRNA GORA;4;;2;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
ÈEŠKA REPUBLIKA;1;;22;22;22;0;0;0;0;0;1;0;0;0;0;4;0;0;6;1;1;0;0;0;0;0;0;0;0;0;8;1;0
ÈILE;1;;2;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ÈILE;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ÈILE;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DANSKA;1;;8;8;8;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
EGIPAT;1;;14;14;14;0;0;0;0;0;0;0;0;0;0;8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0
FINSKA;1;;8;8;8;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
FRANCUSKA;1;;54;54;53;1;0;0;0;0;0;0;0;0;0;22;2;0;3;1;0;3;1;1;0;0;0;2;0;0;17;1;0
FRANCUSKA;2;;4;4;4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
FRANCUSKA;3;;2;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GRÈKA;1;;10;10;10;0;0;0;1;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0
INDIJA;1;;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
INDONEZIJA;1;;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0
IRAN;1;;5;5;5;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
IRSKA;1;;16;16;16;0;0;0;0;0;0;0;0;0;0;9;0;0;1;2;0;0;0;1;0;0;0;0;0;0;3;0;0
ITALIJA;1;;79;79;78;1;0;0;0;0;0;0;0;0;0;50;1;1;1;1;1;3;1;0;0;0;0;0;0;0;19;0;0
ITALIJA;2;;29;29;28;1;0;0;1;0;0;1;1;0;0;15;0;0;3;0;0;1;0;0;0;0;0;0;0;0;5;1;0
ITALIJA;3;;37;37;37;0;0;0;0;0;0;0;0;0;1;19;0;0;5;1;0;0;1;0;0;1;0;0;0;0;9;0;0
IZRAEL;1;;8;8;8;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0
JAPAN;1;;4;4;4;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JUŽNOAFRIÈKA REPUBLIKA;1;;9;9;9;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0
KANADA;1;;4;4;4;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KANADA;2;;9;9;9;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0
KANADA;3;;14;14;14;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
KANADA;4;;4;4;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
KANADA;5;;2;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KANADA;6;;40;40;40;0;0;0;0;0;0;0;0;0;2;26;0;0;1;2;0;4;1;0;0;0;0;0;0;0;4;0;0
KANADA;7;;33;33;33;0;0;0;1;0;0;1;0;0;0;21;0;0;0;0;0;3;1;2;0;1;0;1;0;1;0;1;0
KANADA;8;;6;6;6;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
KANADA;9;;3;3;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KINA;1;;10;10;10;0;0;0;0;0;1;0;0;0;0;3;0;0;1;0;0;2;0;0;0;0;0;0;0;1;2;0;0
LIBIJSKA ARAP. DŽAM.;1;;5;5;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0
MAÐARSKA;1;;25;25;25;0;0;0;0;0;0;0;0;0;0;9;0;0;1;1;0;0;1;2;0;0;0;0;0;0;11;0;0
MAÐARSKA;2;;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
MAKEDONIJA;1;;17;17;17;0;0;0;0;0;0;1;0;0;0;8;0;0;3;0;0;0;0;0;0;0;0;1;0;0;4;0;0
MALEZIJA;1;;5;5;5;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MAROKO;1;;6;6;6;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0
NIZOZEMSKA;1;;27;27;27;0;0;0;0;0;0;0;0;0;0;7;0;0;3;0;0;1;1;1;0;0;1;0;0;0;13;0;0
NORVEŠKA;1;;10;10;10;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0
NOVI ZELAND;1;;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0
NJEMAÈKA;1;;43;43;43;0;0;0;0;0;1;0;0;0;0;32;0;0;0;1;0;1;0;1;0;0;0;0;0;0;7;0;0
NJEMAÈKA;2;;25;25;25;0;0;0;0;0;0;0;0;0;0;19;0;1;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0
NJEMAÈKA;3;;32;32;32;0;0;0;0;0;0;1;0;0;0;19;0;0;2;1;0;2;0;0;0;0;0;0;0;0;7;0;0
NJEMAÈKA;4;;24;24;24;0;0;0;0;0;0;0;0;0;0;20;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1
NJEMAÈKA;5;;11;11;11;0;0;0;0;0;0;0;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0
NJEMAÈKA;6;;25;25;25;0;0;0;0;0;0;0;0;0;0;18;0;0;0;1;0;0;0;1;0;0;0;0;0;1;4;0;0
NJEMAÈKA;7;;27;27;27;0;0;0;0;0;0;2;0;0;0;15;0;0;2;1;0;0;0;0;0;2;0;0;0;0;5;0;0
NJEMAÈKA;8;;27;27;27;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0
NJEMAÈKA;9;;18;18;18;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0
NJEMAÈKA;10;;65;65;65;0;0;0;0;0;1;0;0;0;0;48;0;1;2;0;0;3;1;0;0;0;0;5;0;0;4;0;0
NJEMAÈKA;11;;56;56;56;0;0;0;0;0;0;0;0;0;0;39;0;0;2;0;0;4;0;0;0;3;0;1;1;0;6;0;0
NJEMAÈKA;12;;77;77;77;0;0;0;0;0;0;0;0;0;0;63;0;2;1;2;0;5;0;0;0;0;0;0;0;0;4;0;0
NJEMAÈKA;13;;54;54;54;0;0;0;0;0;0;0;0;0;1;43;0;1;0;0;0;4;1;0;0;0;0;1;0;0;3;0;0
NJEMAÈKA;14;;74;74;74;0;0;0;0;0;0;0;0;0;1;64;0;0;0;0;0;4;0;0;0;0;0;1;0;0;4;0;0
NJEMAÈKA;15;;42;42;42;0;0;0;0;0;0;0;0;0;0;25;0;0;0;2;0;9;2;0;0;0;0;0;0;0;4;0;0
NJEMAÈKA;16;;41;41;41;0;0;0;0;0;0;0;0;0;1;36;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0
NJEMAÈKA;17;;27;27;26;1;0;0;0;0;0;0;0;0;0;21;0;0;2;0;0;0;1;0;0;0;0;0;0;0;2;0;0
NJEMAÈKA;18;;46;45;45;0;0;0;1;0;0;1;0;0;1;35;0;0;0;1;0;1;0;0;0;0;0;1;0;0;4;0;0
NJEMAÈKA;19;;43;43;43;0;0;0;0;0;0;0;0;0;0;32;0;0;1;0;0;7;0;0;0;0;0;0;0;0;3;0;0
NJEMAÈKA;20;;42;42;42;0;0;0;0;0;0;0;0;0;0;34;0;0;1;0;0;5;0;0;0;1;0;1;0;0;0;0;0
NJEMAÈKA;21;;29;29;29;0;0;1;0;0;0;0;0;0;0;21;0;0;3;0;0;0;0;0;0;0;0;1;0;0;3;0;0
NJEMAÈKA;22;;22;22;22;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;1;1;0;0;0;0;0;0;0;6;0;0
NJEMAÈKA;23;;13;13;13;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
PERU;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
POLJSKA;1;;14;14;14;0;0;0;0;0;0;0;0;0;0;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;7;0;0
PORTUGAL;1;;12;12;12;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;0;0
RUMUNJSKA;1;;11;11;10;1;0;0;0;0;0;1;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;5;0;0
RUMUNJSKA;2;;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RUSKA FEDERACIJA;1;;25;23;23;0;0;0;0;0;0;0;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;14;0;0
SAD;1;;27;26;26;0;0;0;0;0;0;0;0;0;0;20;2;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0
SAD;2;;8;8;8;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SAD;3;;27;27;27;0;0;0;0;0;1;0;0;0;0;18;0;0;1;0;0;1;0;0;0;1;0;0;1;0;4;0;0
SAD;4;;17;17;17;0;0;0;0;0;0;0;0;0;0;8;0;1;1;1;1;2;0;0;0;0;0;0;0;0;2;1;0
SAD;5;;5;5;5;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
SAD;6;;50;50;49;1;0;0;0;0;1;0;0;0;0;19;1;1;5;1;0;2;0;1;0;0;0;0;0;0;18;0;0
SLOVAÈKA REPUBLIKA;1;;6;6;6;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;1;0;0;1;0;0
SLOVENIJA;1;;20;20;20;0;0;0;0;0;0;0;0;0;0;9;0;0;3;0;0;0;0;0;0;0;0;0;0;0;8;0;0
SRBIJA;1;;10;10;10;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0
SRBIJA;2;;8;8;8;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;1;0;0;0;1;0;0;0;2;0;0
SRBIJA;3;;6;6;5;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
SRBIJA;4;;6;6;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0
SRBIJA;5;;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRBIJA;6;;2;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
SRBIJA;7;;4;4;4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
SRBIJA;8;;8;8;8;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
SRBIJA;9;;2;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SRBIJA;10;;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
SRBIJA;11;;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRBIJA;12;;8;8;8;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
SRBIJA;13;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
SRBIJA;14;;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRBIJA;15;;3;3;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
ŠPANJOLSKA;1;;19;19;19;0;0;0;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;0;0
ŠPANJOLSKA;2;;8;8;8;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;1;0;0;0;0;0;0;3;0;0
ŠVEDSKA;1;;17;17;17;0;0;0;0;0;0;1;0;0;0;4;0;0;2;1;0;0;0;1;0;0;0;0;0;0;8;0;0
ŠVEDSKA;2;;11;11;11;0;0;0;0;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ŠVEDSKA;3;;19;19;19;0;0;0;0;0;0;0;0;0;0;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0
ŠVICARSKA;1;;40;40;40;0;0;0;0;0;0;0;0;0;0;18;0;1;3;0;2;3;1;0;0;2;0;3;0;0;7;0;0
ŠVICARSKA;2;;9;9;9;0;0;0;0;1;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
ŠVICARSKA;3;;19;19;19;0;0;0;0;0;0;0;0;0;0;6;0;0;4;0;0;0;0;0;0;0;0;0;0;0;8;1;0
ŠVICARSKA;4;;61;61;61;0;0;0;0;2;0;0;0;0;1;42;0;0;1;1;0;5;0;0;0;2;0;1;0;0;6;0;0
ŠVICARSKA;5;;35;35;35;0;0;0;0;0;0;0;0;0;1;12;0;2;1;0;0;3;3;0;0;1;0;1;0;10;0;1;0
TURSKA;1;;5;5;5;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TURSKA;2;;4;4;4;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0
UKRAJINA;1;;7;7;7;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
VELIKA BRITANIJA;1;;38;38;38;0;0;0;0;0;0;0;0;0;0;14;0;0;1;1;0;0;0;1;0;0;2;2;0;0;16;1;0
VENECUELA;1;;11;11;11;0;0;0;0;0;0;0;0;0;0;9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
UKUPNO INOZEMSTVO ZA I. IJ.;;;3075;3071;3058;13;1;1;8;3;9;22;6;1;17;2067;8;17;112;41;13;147;27;16;0;20;9;28;3;14;454;10;4
