Izborna jedinica;Grad/opæina;Broj biraèkih mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;Kandidat: VLADIMIR BILEK, Predlagatelj: NEOVISNI KANDIDAT                                        ;Kandidat: VLADO CABRNOH, Predlagatelj: NEOVISNI KANDIDAT                                        ;Kandidat: mr.sc. ZDENKA ÈUHNIL, Predlagatelj: NEOVISNI KANDIDAT                                        ;Kandidat: JURAJ FOFONJKA, ing., Predlagatelj: NEOVISNI KANDIDAT                                        ;Kandidat: BOHUMIL KOPECKY, Predlagatelj: AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS                                        ;Kandidat: ANDRIJA KURIC, Predlagatelj: SAVEZ SLOVAKA - ZVÄZ SLOVÁKOV                                        ;Kandidat: MILOSLAV MALINA, Predlagatelj: DEMOKRATSKI CENTAR - DC                                        ;Kandidat: IVAN MILER, Predlagatelj: NEOVISNI KANDIDAT                                        ;Kandidat: JASNA VANIÈEK-FILA, dipl. bohemist i talijanist, Predlagatelj: NEOVISNI KANDIDAT                                        ;;;;;;;;;;;;;;;;;;
4;ÈEMINAC  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;ÈEPIN  ;14;6;2;2;2;0;0;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;;
4;DARDA  ;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;DONJA MOTIÈINA  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;DRAŽ  ;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;DRENJE  ;11;12;3;3;1;2;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
4;ÐURÐENOVAC  ;16;4;2;2;2;0;0;0;1;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;ERDUT  ;10;4;1;1;1;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;
4;ERNESTINOVO  ;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;FERIÈANCI  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;GORJANI  ;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;GRADINA  ;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;JAGODNJAK  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;KNEŽEVI VINOGRADI  ;8;4;1;1;1;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;KOŠKA  ;10;18;4;4;4;0;0;0;1;0;0;3;0;0;0;;;;;;;;;;;;;;;;;;
4;LEVANJSKA VAROŠ  ;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;LUKAÈ  ;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;MAGADENOVAC  ;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;MARIJANCI  ;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;MIKLEUŠ  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;NOVA BUKOVICA  ;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;PETLOVAC  ;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;PETRIJEVCI  ;4;1;1;1;1;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;
4;PITOMAÈA  ;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;PODGORAÈ  ;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;PODRAVSKA MOSLAVINA  ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;POPOVAC  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;PUNITOVCI  ;3;158;26;26;25;1;0;0;1;0;2;21;1;0;0;;;;;;;;;;;;;;;;;;
4;SATNICA ÐAKOVAÈKA  ;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;SEMELJCI  ;5;1;1;1;1;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;SOPJE  ;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;STRIZIVOJNA  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;SUHOPOLJE  ;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;ŠODOLOVCI  ;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;ŠPIŠIÆ BUKOVICA  ;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;TRNAVA  ;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;VILJEVO  ;4;1;1;1;1;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
4;VIŠKOVCI  ;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;VLADISLAVCI  ;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;VOÆIN  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
4;VUKA  ;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
4;ZDENCI  ;9;2;1;1;1;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
5;ILOK  ;7;527;138;138;130;8;2;0;16;1;3;104;1;0;3;;;;;;;;;;;;;;;;;;
5;KUTJEVO  ;21;12;9;9;9;0;2;0;4;2;0;0;0;1;0;;;;;;;;;;;;;;;;;;
5;LIPIK  ;19;132;48;48;47;1;4;2;11;20;3;1;1;0;5;;;;;;;;;;;;;;;;;;
5;NOVA GRADIŠKA  ;14;6;2;2;2;0;1;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;OTOK (VINKOVCI)  ;6;4;1;1;1;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;PAKRAC  ;23;143;46;46;44;2;2;0;16;17;2;1;0;0;6;;;;;;;;;;;;;;;;;;
5;PLETERNICA  ;36;3;2;2;2;0;0;0;1;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;
5;POŽEGA  ;48;20;4;4;4;0;0;0;1;3;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;SLAVONSKI BROD  ;49;16;8;8;8;0;1;0;2;3;0;0;1;0;1;;;;;;;;;;;;;;;;;;
5;VINKOVCI  ;33;18;4;3;3;0;0;0;2;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
5;VUKOVAR  ;28;58;5;3;3;0;0;0;0;1;0;1;0;0;1;;;;;;;;;;;;;;;;;;
5;ŽUPANJA  ;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;ANDRIJAŠEVCI  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;BABINA GREDA  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;BEBRINA  ;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;BOGDANOVCI  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;BOROVO  ;5;24;2;2;2;0;1;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
5;BOŠNJACI  ;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;BRESTOVAC  ;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;BRODSKI STUPNIK  ;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;BUKOVLJE  ;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;CERNA  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;CERNIK  ;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;ÈAGLIN  ;22;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;DAVOR  ;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;DONJI ANDRIJEVCI  ;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;DRAGALIÆ  ;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;DRENOVCI  ;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;GARÈIN  ;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;GORNJA VRBA  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;GORNJI BOGIÆEVCI  ;5;6;3;3;3;0;1;0;1;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;GRADIŠTE  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;GUNDINCI  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;GUNJA  ;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;IVANKOVO  ;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;JAKŠIÆ  ;13;11;6;6;6;0;1;0;0;0;0;5;0;0;0;;;;;;;;;;;;;;;;;;
5;JARMINA  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;KAPTOL  ;11;48;24;24;24;0;0;0;20;4;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;KLAKAR  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;LOVAS  ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;MARKUŠICA  ;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;NEGOSLAVCI  ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;NIJEMCI  ;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;NOVA KAPELA  ;14;2;1;1;1;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;NUŠTAR  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;OKUÈANI  ;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;OPRISAVCI  ;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;ORIOVAC  ;11;3;2;2;2;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;PODCRKAVLJE  ;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;PRIVLAKA  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;REŠETARI  ;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;SIBINJ  ;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;SIKIREVCI  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;SLAVONSKI ŠAMAC  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;STARA GRADIŠKA  ;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;STARI JANKOVCI  ;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;STARI MIKANOVCI  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;STARO PETROVO SELO  ;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;ŠTITAR  ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;TOMPOJEVCI  ;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;TORDINCI  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;TOVARNIK  ;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;TRPINJA  ;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;VELIKA  ;17;2;2;2;2;0;0;0;0;1;0;0;0;1;0;;;;;;;;;;;;;;;;;;
5;VELIKA KOPANICA  ;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;VOÐINCI  ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;VRBANJA  ;6;23;8;8;8;0;1;0;1;0;0;6;0;0;0;;;;;;;;;;;;;;;;;;
5;VRBJE  ;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
5;VRPOLJE  ;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;GLINA  ;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;HRVATSKA KOSTAJNICA  ;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;IVANIÆ-GRAD  ;21;4;2;2;2;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;KUTINA  ;39;162;64;64;64;0;1;2;39;7;9;5;0;0;1;;;;;;;;;;;;;;;;;;
6;NOVSKA  ;20;16;6;6;6;0;0;0;1;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;
6;PETRINJA  ;34;6;1;1;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;
6;SISAK  ;70;69;47;47;46;1;8;0;27;4;0;0;2;0;5;;;;;;;;;;;;;;;;;;
6;VELIKA GORICA  ;68;25;10;10;10;0;2;0;4;0;3;1;0;0;0;;;;;;;;;;;;;;;;;;
6;ZAGREB-JUGOISTOK  ;97;56;20;20;20;0;7;0;4;5;0;2;2;0;0;;;;;;;;;;;;;;;;;;
6;DONJI KUKURUZARI  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;DVOR  ;12;2;1;1;1;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;GVOZD  ;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;HRVATSKA DUBICA  ;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;JASENOVAC  ;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;KLOŠTAR IVANIÆ  ;13;1;1;1;1;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;KRAVARSKO  ;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;KRIŽ  ;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;LEKENIK  ;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;LIPOVLJANI  ;6;85;45;45;45;0;2;0;23;1;3;14;0;1;1;;;;;;;;;;;;;;;;;;
6;MAJUR  ;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;MARTINSKA VES  ;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;ORLE  ;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;POKUPSKO  ;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;POPOVAÈA  ;19;3;1;1;1;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;RUGVICA  ;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;SUNJA  ;24;4;2;2;2;0;0;0;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;TOPUSKO  ;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
6;VELIKA LUDINA  ;12;7;3;3;3;0;0;0;1;2;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;BAKAR  ;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;ÈABAR  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;DELNICE  ;7;1;1;1;1;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
7;DUGA RESA  ;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;JASTREBARSKO  ;49;4;1;1;1;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;KARLOVAC  ;92;6;1;1;1;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;KASTAV  ;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;NOVI VINODOLSKI  ;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;OGULIN  ;23;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;OZALJ  ;27;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;SAMOBOR  ;80;4;2;2;2;0;1;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
7;SLUNJ  ;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;SVETA NEDELJA  ;17;2;1;1;1;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;VRBOVSKO  ;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;ZAGREB-JUŽNI DIO  ;113;65;18;17;17;0;8;0;1;2;1;3;0;0;2;;;;;;;;;;;;;;;;;;
7;BARILOVIÆ  ;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;BOSILJEVO  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;BROD MORAVICE  ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;CETINGRAD  ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;ÈAVLE  ;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;DRAGANIÆ  ;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;FUŽINE  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;GENERALSKI STOL  ;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;JELENJE  ;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;JOSIPDOL  ;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;KAMANJE  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;KLANA  ;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;KLINÈA SELA  ;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;KRAŠIÆ  ;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;KRNJAK  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;LASINJA  ;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;LOKVE  ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;MRKOPALJ  ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;NETRETIÆ  ;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;PISAROVINA  ;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;PLAŠKI  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;RAKOVICA  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;RAVNA GORA  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;RIBNIK  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;SABORSKO  ;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;SKRAD  ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;STUPNIK  ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;TOUNJ  ;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;VINODOLSKA OPÆINA  ;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;VIŠKOVO  ;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;VOJNIÆ  ;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;ŽAKANJE  ;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
7;ŽUMBERAK  ;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
8;BUJE  ;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
8;BUZET  ;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
8;CRES  ;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
8;CRIKVENICA  ;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
8;KRALJEVICA  ;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
8;KRK  ;9;2;1;1;1;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;
