Izborna jedinica;Grad / Opæine;BM Rbr;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  STJEPAN VUJANIÆ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  MARIJAN FERIÆ ;AKCIJA MLADIH - AM  , Nositelj liste:  BOJAN KURELIÆ ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU , LISTA ZA RIJEKU - LISTA-RI  , Nositelj liste:  ZLATKO KLARIÆ, prof.;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  NATKO KOVAÈEVIÆ, dr.med.vet.;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  , Nositelj liste:  NATAŠA SRDOÈ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS , ZELENA STRANKA - ZS , STRANKA PENZIONERA - SP  , Nositelj liste:  mr.sc. BOŽIDAR PANKRETIÆ  ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  JELENA ÆORIÆ MUDROVÈIÆ  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  IGOR GALOVIÆ;NEOVISNA LISTA  , Nositelj liste:  MILAN BANDIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , DEMOKRATSKA PRIGORSKO-ZAGREBAÈKA STRANKA - DPS  , Nositelj liste:  IVAN PERNAR;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  MILORAD MRVOŠ, prof.   ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZAGREBAÈKA NEZAVISNA LISTA - ZNL  , Nositelj liste:  mr.sc. TATJANA HOLJEVAC, dipl.ing.  ;ZELENA LISTA  , Nositelj liste:  DARKO MRZLEÈKI ;ZELENI ZAJEDNO  , Nositelj liste:  MARIJA PERUŠIÆ, struè.spec.oec.  ;;;;;
VII. IZBORNA JEDINICA;ZADAR;19;0;12;12;12;0;0;0;0;0;0;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZADAR;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;5;5;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;26;26;23;3;1;0;0;1;0;0;0;0;2;0;0;0;0;3;1;1;0;0;0;1;0;12;0;0;0;1;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;43;43;42;1;0;0;0;0;0;0;1;0;10;0;1;0;1;9;0;1;0;0;0;0;0;19;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;3;3;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;3;3;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;5;5;5;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;18;18;18;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;0;0;0;0;1;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;9;9;9;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;22;22;22;0;0;0;0;0;0;0;2;1;3;0;1;1;0;3;1;0;0;0;1;0;1;8;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;3;3;3;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;3;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;19;19;16;3;0;0;0;0;0;1;0;1;4;0;0;0;1;2;0;0;0;0;2;0;0;5;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;0;88;88;87;1;0;0;1;0;2;0;1;1;12;0;0;2;4;6;2;3;0;0;8;2;1;40;0;1;0;1;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;2;0;6;6;6;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;2;0;6;6;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;2;0;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;2;0;8;8;8;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;1;0;4;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;2;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;2;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;2;0;3;3;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;2;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;3;0;23;23;23;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;19;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;3;0;5;5;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;3;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;4;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
VII. IZBORNA JEDINICA;ZEMUNIK DONJI;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
UKUPNO;;;0;495;492;480;12;1;2;2;1;3;1;20;6;88;1;3;5;11;33;12;15;4;0;20;8;5;234;0;1;0;3;1;;;;;
