Izborna jedinica;Država;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  MIRKO MAKAUS ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  GORAN OŽANIÆ;AKCIJA MLADIH - AM , LISTA ZA RIJEKU - LISTA-RI , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH  , Nositelj liste:  DANKO ŠVORINIÆ ;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  ANDRIJA ŠKRIBULJA  ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ  ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  ,  Nositelj liste:  NATAŠA SRDOÈ  ;HRVATSKA SELJAÈKA STRANKA - HSS , ZELENA STRANKA - ZS , STRANKA PENZIONERA - SP  , Nositelj liste:  IVO ZRILIÆ ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  dr.sc. IVAN KIRIN;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  DAVOR JURICA ;ISTARSKA SOCIJALDEMOKRATSKA NEZAVISNA STRANKA - ISDNS  , Nositelj liste:  IVAN JANKO  ;LADONJA  , Nositelj liste:  PLINIO CUCCURIN  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  ZDRAVKO BERIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;PRIMORSKO GORANSKI SAVEZ - PGS , BLOK UMIROVLJENICI ZAJEDNO - BUZ , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS  , Nositelj liste:  IVAN PERNAR   ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  IVAN PLJEŠA;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad.;VOLIM HRVATSKU - VH  , Nositelj liste:  prof.dr.sc. ZVONKO ÈAPKO ;ZELENA LISTA  , Nositelj liste:  DARKO ANTOŠ  ;ZELENA STRANKA-ZELENA ALTERNATIVA - ZELENI  , Nositelj liste:  mr.sc. JOSIP-ANTON RUPNIK;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BOSNA I HERCEGOVINA;20;biraèko mjesto broj 20 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""ILIJE JAKOVLJEVIÆA"" DR. ANTE STARÈEVIÆA B.B., MOSTAR, B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BOSNA I HERCEGOVINA;21;biraèko mjesto broj 21 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""ILIJE JAKOVLJEVIÆA"" DR. ANTE STARÈEVIÆA B.B., MOSTAR, B";0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BOSNA I HERCEGOVINA;22;biraèko mjesto broj 22 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""ILIJE JAKOVLJEVIÆA"" DR. ANTE STARÈEVIÆA B.B., MOSTAR, B";0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BOSNA I HERCEGOVINA;23;biraèko mjesto broj 23 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""ILIJE JAKOVLJEVIÆA"" DR. ANTE STARÈEVIÆA B.B., MOSTAR, B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BOSNA I HERCEGOVINA;24;biraèko mjesto broj 24 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""ILIJE JAKOVLJEVIÆA"" DR. ANTE STARÈEVIÆA B.B., MOSTAR, B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BOSNA I HERCEGOVINA;25;biraèko mjesto broj 25 - MOSTAR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, MOSTAR;"OSNOVNA ŠKOLA ""ILIJE JAKOVLJEVIÆA"" DR. ANTE STARÈEVIÆA B.B., MOSTAR, B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BOSNA I HERCEGOVINA;26;biraèko mjesto broj 26 - TUZLA;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, TUZLA;"GKUD ""BOSNA"", KAZAN MAHALA 2, 75000 TUZLA, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BOSNA I HERCEGOVINA;27;biraèko mjesto broj 27 - TUZLA;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, TUZLA;"GKUD ""BOSNA"", KAZAN MAHALA 2, 75000 TUZLA, BOSNA I HERCEGOVINA";0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BOSNA I HERCEGOVINA;28;biraèko mjesto broj 28 - TUZLA;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, TUZLA;"GKUD ""BOSNA"", KAZAN MAHALA 2, 75000 TUZLA, BOSNA I HERCEGOVINA";0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BOSNA I HERCEGOVINA;29;biraèko mjesto broj 29 - TUZLA;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, TUZLA;"GKUD ""BOSNA"", KAZAN MAHALA 2, 75000 TUZLA, BOSNA I HERCEGOVINA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BOSNA I HERCEGOVINA;30;biraèko mjesto broj 30 - TUZLA;KONZULAT REPUBLIKE HRVATSKE U BOSNI I HERCEGOVINI, TUZLA;"GKUD ""BOSNA"", KAZAN MAHALA 2, 75000 TUZLA, BOSNA I HERCEGOVINA";0;5;5;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BUGARSKA;1;biraèko mjesto broj 1 - SOFIJA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI BUGARSKOJ;VELIKO TRNOVO 32, 1504 SOFIJA, BUGARSKA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;CRNA GORA;1;biraèko mjesto broj 1 - PODGORICA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U CRNOJ GORI;VLADA ÆETKOVIÆA 2, PODGORICA, CRNA GORA;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;CRNA GORA;2;biraèko mjesto broj 2 - KOTOR;GENERALNI KONZULAT REPUBLIKE HRVATSKE U CRNOJ GORI, KOTOR;TRG OD ORUŽJA BB, KOTOR, CRNA GORA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;ÈEŠKA REPUBLIKA;1;biraèko mjesto broj 1 - PRAG;VELEPOSLANSTVO REPUBLIKE HRVATSKE U ÈEŠKOJ REPUBLICI;V PRUHLEDU 9, 16200 PRAHA 6, ÈEŠKA;0;3;3;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;ÈILE;1;biraèko mjesto broj 1 - SANTIAGO DE CHILE;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI ÈILE;EZEQUIAS ALLIENDE 2370, PROVIDENCIA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;DANSKA;1;biraèko mjesto broj 1 - KOPENHAGEN;VELEPOSLANSTVO REPUBLIKE HRVATSKE U KRALJEVINI DANSKOJ;FREDERIKSGADE 19, 1ST. FL., 1265 COPENHAGEN K, KRALJEVINA DANSKA;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;EGIPAT;1;biraèko mjesto broj 1 - KAIRO;VELEPOSLANSTVO REPUBLIKE HRVATSKE U ARAPSKOJ REPUBLICI EGIPAT;3 ABOU EL FEDA STREET, ZAMALEK, CAIRO, EGYPT;0;2;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;FINSKA;1;biraèko mjesto broj 1 - HELSINKI;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI FINSKOJ;KRUUNUVUORENKATU 5, 00160 HELSINKI, FINSKA;0;3;3;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;FRANCUSKA;1;biraèko mjesto broj 1 - PARIZ;VELEPOSLANSTVO REPUBLIKE HRVATSKE U FRANCUSKOJ REPUBLICI;7, SQUARE THIERS, 75116 PARIS, FRANCUSKA;0;15;15;15;0;0;0;0;0;0;0;0;8;0;0;0;0;0;1;0;1;0;0;0;0;5;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;GRÈKA;1;biraèko mjesto broj 1 - ATENA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U HELENSKOJ REPUBLICI;TZAVELA 4, NEO PSYCHICO, 15451 ATHENS, GREECE;0;3;3;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;INDIJA;1;biraèko mjesto broj 1 - NEW DELHI;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI INDIJI;A-15, WEST END NEW DELHI 110021,REPUBLIKA INDIJA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;INDONEZIJA;1;biraèko mjesto broj 1 - JAKARTA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI INDONEZIJI;MENARA MULIA-SUITE, FLOOR 28, 2801, JL JEND. GATOT SUBROTO KAV. 9-11,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;IRAN;1;biraèko mjesto broj 1 - TEHERAN;VELEPOSLANSTVO REPUBLIKE HRVATSKE U ISLAMSKOJ REPUBLICI IRANU;1. BEHESTAN BR. 25, AVIA PASDARAN, TEHERAN, ISLAMSKA REPUBLIKA IRAN;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;IRSKA;1;biraèko mjesto broj 1 - DUBLIN;VELEPOSLANSTVO REPUBLIKE HRVATSKE U IRSKOJ;ADELAIDE CHAMBERS, PETER STREET, DUBLIN 8, IRSKA;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;ITALIJA;1;biraèko mjesto broj 1 - MILANO;GENERALNI KONZULAT REPUBLIKE HRVATSKE U TALIJANSKOJ REPUBLICI;PIAZZALE LUIGI CADORNA 15/1, 20123 MILANO, TALIJANSKA REPUBLIKA;0;18;18;18;0;0;0;1;0;0;0;3;0;0;1;2;0;0;0;2;0;0;1;1;0;7;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;ITALIJA;2;biraèko mjesto broj 2 - RIM;VELEPOSLANSTVO REPUBLIKE HRVATSKE U TALIJANSKOJ REPUBLICI;VIA LUIGI BODIO 74-76 00191 ROMA, TALIJANSKA REPUBLIKA;0;20;20;20;0;1;0;0;0;0;0;6;0;1;0;0;0;0;5;0;0;0;1;0;0;6;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;ITALIJA;3;biraèko mjesto broj 3 - TRST;GENERALNI KONZULAT REPUBLIKE HRVATSKE U TALIJANSKOJ REPUBLICI, TRST;PIAZZA GOLDONI 9, 34122 TRST, TALIJANSKA REPUBLIKA;0;18;18;18;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;5;0;0;0;0;6;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;IZRAEL;1;biraèko mjesto broj 1 - TEL AVIV;VELEPOSLANSTVO REPUBLIKE HRVATSKE U DRŽAVI IZRAEL;2, WEITZMAN STREET, AMOT INVESTMENT BUILDING, 8TH FLOOR, TEL AVIV 6423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;JAPAN;1;biraèko mjesto broj 1 - TOKYO;VELEPOSLANSTVO REPUBLIKE HRVATSKE U JAPANU;3-3-10 HIROO, SHIBUYA-KU, TOKYO 1500-0012, JAPAN;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;JUŽNOAFRIÈKA REPUBLIKA;1;biraèko mjesto broj 1 - PRETORIJA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI JUŽNOJ AFRICI;1160 CHURCH STREET, COLBYN 0083, PRETORIA, SOUTH AFRICA;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KANADA;1;biraèko mjesto broj 1 - MISSISSAUGA;GENERALNI KONZULAT REPUBLIKE HRVATSKE U KANADI, MISSISSAUGA;918 DUNDAS STREET EAST, SUITE 302, MISSISSAUGA, ONTARIO L4Y 2B8, KANAD;0;11;11;11;0;0;0;0;1;0;0;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KANADA;2;biraèko mjesto broj 2 - MISSISSAUGA;GENERALNI KONZULAT REPUBLIKE HRVATSKE U KANADI, MISSISSAUGA;918 DUNDAS STREET EAST, SUITE 302, MISSISSIAUGA, ONTARIO L4Y 2B8, KANA;0;5;5;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KANADA;3;biraèko mjesto broj 3 - OTTAWA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U KANADI;229 CHAPEL STREET, OTTAWA, ONTARIO K1N 7Y6, KANADA;0;2;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KINA;1;biraèko mjesto broj 1 - PEKING;VELEPOSLANSTVO REPUBLIKE HRVATSKE U NARODNOJ REPUBLICI KINI;SAN LI TUN DIPLOMATIC OFFICE BUILDING 2-7-2, 100600 BEIJING, NR KINA;0;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KOSOVO;1;biraèko mjesto broj 1 - PRIŠTINA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI KOSOVO;FEHMI AGANI 69/A, PRISHTINË, KOSOVO;0;4;4;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MAÐARSKA;1;biraèko mjesto broj 1 - BUDIMPEŠTA;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI MAÐARSKOJ;MUNKÁCSY MIHÁLY U. 15, 1063 BUDAPEST, MAÐARSKA;0;7;7;6;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MAÐARSKA;2;biraèko mjesto broj 2 - PEÈUH;GENERALNI KONZULAT REPUBLIKE HRVATSKE U REPUBLICI MAÐARSKOJ, PEÈUH;IFJUSAG U. 11, 7624 PECS, MAÐARSKA;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MAKEDONIJA;1;biraèko mjesto broj 1 - SKOPJE;VELEPOSLANSTVO REPUBLIKE HRVATSKE U REPUBLICI MAKEDONIJI;MITROPOLIT TEODOSIE GOLOGANOV 44, 1000 SKOPJE, MAKEDONIJA;0;2;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MALEZIJA;1;biraèko mjesto broj 1 - KUALA LUMPUR;VELEPOSLANSTVO REPUBLIKE HRVATSKE U MALEZIJI;NO. 3, JALAN MENGKUANG, OFF JALAN RU, OFF JALAN AMPANG, 55000 KUALA LU;0;3;3;3;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MAROKO;1;biraèko mjesto broj 1 - RABAT;VELEPOSLANSTVO REPUBLIKE HRVATSKE U KRALJEVINI MAROKU;73, RUE MARNISSA (SOUISSI), 10000 RABAT, MAROKO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;NIZOZEMSKA;1;biraèko mjesto broj 1 - DEN HAAG;VELEPOSLANSTVO REPUBLIKE HRVATSKE U KRALJEVINI NIZOZEMSKOJ;AMALIASTRAAT 16, 2514 JC DEN HAAG, NIZOZEMSKA;0;13;13;13;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;NORVEŠKA;1;biraèko mjesto broj 1 - OSLO;VELEPOSLANSTVO REPUBLIKE HRVATSKE U KRALJEVINI NORVEŠKOJ;DRAMMENSVEIEN 82, 0244 OSLO, NORVEŠKA;0;4;4;4;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;NOVI ZELAND;1;biraèko mjesto broj 1 - AUCKLAND;GENERALNI KONZULAT REPUBLIKE HRVATSKE U NOVOM ZELANDU;291 LINCOLN ROAD, HENDERSON, AUCKLAND, NOVI ZELAND;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;NJEMAÈKA;1;biraèko mjesto broj 1 - BERLIN;VELEPOSLANSTVO REPUBLIKE HRVATSKE U SR NJEMAÈKOJ;AHORNSTR. 4, 10787 BERLIN, SR NJEMAÈKA;0;8;8;8;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;;;;;;;;;;;;;;;;;
