date,KH,DPMS,Centar,SDP,HNS,Fokus,HDZ,Mozemo,Most,RF
2022-02-27,2.55,7.02,1.72,18.8,1.12,1.53,30.94,14.37,12.84,1.25
2022-02-28,2.53,7.07,1.71,18.86,1.14,1.52,30.91,14.37,12.8,1.25
2022-03-01,2.5,7.11,1.69,18.92,1.15,1.51,30.88,14.37,12.77,1.25
2022-03-02,2.47,7.15,1.68,18.98,1.16,1.5,30.84,14.37,12.73,1.24
2022-03-03,2.45,7.19,1.67,19.03,1.18,1.49,30.81,14.37,12.69,1.24
2022-03-04,2.42,7.23,1.66,19.09,1.19,1.49,30.78,14.38,12.65,1.24
2022-03-05,2.39,7.27,1.64,19.15,1.2,1.48,30.75,14.38,12.62,1.23
2022-03-06,2.37,7.31,1.63,19.21,1.22,1.47,30.72,14.38,12.58,1.23
2022-03-07,2.34,7.33,1.6,19.22,1.23,1.42,30.71,14.35,12.54,1.22
2022-03-08,2.31,7.34,1.57,19.23,1.24,1.37,30.7,14.31,12.49,1.22
2022-03-09,2.29,7.36,1.54,19.24,1.26,1.32,30.69,14.28,12.45,1.22
2022-03-10,2.26,7.38,1.5,19.25,1.27,1.27,30.68,14.25,12.41,1.21
2022-03-11,2.23,7.37,1.58,19.23,1.28,1.29,30.71,14.23,12.39,1.21
2022-03-12,2.21,7.36,1.65,19.21,1.3,1.32,30.74,14.21,12.37,1.21
2022-03-13,2.18,7.35,1.72,19.19,1.31,1.34,30.78,14.19,12.35,1.2
2022-03-14,2.15,7.34,1.8,19.16,1.32,1.37,30.81,14.17,12.33,1.2
2022-03-15,2.13,7.33,1.87,19.14,1.34,1.4,30.84,14.16,12.31,1.2
2022-03-16,2.1,7.32,1.94,19.12,1.35,1.42,30.88,14.14,12.3,1.19
2022-03-17,2.07,7.3,2.01,19.1,1.36,1.45,30.91,14.12,12.28,1.19
2022-03-18,2.05,7.29,2.09,19.08,1.37,1.48,30.94,14.1,12.26,1.18
2022-03-19,2.02,7.23,2.22,19.05,1.42,1.46,31.01,14.05,12.24,1.18
2022-03-20,1.99,7.22,2.18,19.12,1.42,1.46,31.01,14.06,12.23,1.17
2022-03-21,1.97,7.2,2.14,19.19,1.41,1.46,31.01,14.08,12.23,1.16
2022-03-22,1.94,7.19,2.1,19.26,1.4,1.45,31,14.1,12.22,1.15
2022-03-23,1.91,7.18,2.05,19.33,1.4,1.45,31,14.12,12.21,1.15
2022-03-24,1.89,7.17,2.01,19.4,1.39,1.45,31,14.14,12.21,1.14
2022-03-25,1.86,7.16,1.97,19.47,1.38,1.45,31,14.15,12.2,1.13
2022-03-26,1.84,7.15,1.93,19.54,1.38,1.44,30.99,14.17,12.19,1.12
2022-03-27,1.81,7.13,1.88,19.61,1.37,1.44,30.99,14.19,12.19,1.11
2022-03-28,1.78,7.12,1.84,19.68,1.37,1.44,30.99,14.21,12.18,1.1
2022-03-29,1.76,7.11,1.8,19.75,1.36,1.44,30.99,14.23,12.17,1.09
2022-03-30,1.73,7.1,1.75,19.82,1.35,1.43,30.98,14.24,12.17,1.08
2022-03-31,1.7,7.02,1.77,19.86,1.35,1.43,31,14.26,12.16,1.08
2022-04-01,1.68,6.94,1.79,19.9,1.34,1.43,31.01,14.28,12.16,1.07
2022-04-02,1.65,6.86,1.8,19.93,1.34,1.43,31.02,14.3,12.15,1.06
2022-04-03,1.62,6.78,1.82,19.97,1.33,1.42,31.04,14.31,12.14,1.05
2022-04-04,1.6,6.7,1.83,20.01,1.32,1.42,31.05,14.33,12.14,1.04
2022-04-05,1.57,6.62,1.85,20.05,1.32,1.42,31.06,14.35,12.13,1.03
2022-04-06,1.54,6.54,1.87,20.08,1.31,1.42,31.08,14.36,12.12,1.02
2022-04-07,1.52,6.46,1.88,20.12,1.31,1.41,31.09,14.38,12.12,1.02
2022-04-08,1.49,6.38,1.9,20.16,1.3,1.41,31.11,14.4,12.11,1.01
2022-04-09,1.47,6.3,1.91,20.2,1.29,1.41,31.12,14.41,12.11,1
2022-04-10,1.44,6.22,1.93,20.23,1.29,1.41,31.13,14.43,12.1,0.99
2022-04-11,1.41,6.21,1.95,20.25,1.28,1.38,31.16,14.39,12.07,0.98
2022-04-12,1.39,6.21,1.96,20.27,1.27,1.36,31.19,14.34,12.04,0.97
2022-04-13,1.36,6.2,1.98,20.29,1.27,1.33,31.22,14.3,12.01,0.96
2022-04-14,1.33,6.2,2,20.31,1.26,1.31,31.24,14.26,11.98,0.95
2022-04-15,1.31,6.19,2.01,20.32,1.26,1.28,31.27,14.22,11.95,0.95
2022-04-16,1.28,6.19,2.03,20.34,1.25,1.26,31.3,14.17,11.92,0.94
2022-04-17,1.25,6.18,2.05,20.36,1.24,1.23,31.33,14.13,11.89,0.93
2022-04-18,1.23,6.17,2.06,20.38,1.24,1.21,31.36,14.09,11.86,0.92
2022-04-19,1.2,6.17,2.08,20.39,1.23,1.19,31.39,14.04,11.83,0.91
2022-04-20,1.17,6.16,2.1,20.41,1.23,1.16,31.41,14,11.8,0.9
2022-04-21,1.15,6.16,2.11,20.43,1.22,1.14,31.44,13.96,11.77,0.89
2022-04-22,1.12,6.15,2.13,20.45,1.21,1.11,31.47,13.92,11.74,0.89
2022-04-23,1.1,6.15,2.14,20.46,1.21,1.09,31.5,13.87,11.71,0.88
2022-04-24,1.07,6.14,2.16,20.48,1.2,1.06,31.53,13.83,11.68,0.87
2022-04-25,1.04,6.14,2.18,20.5,1.2,1.04,31.56,13.79,11.65,0.86
2022-04-26,1.07,6.12,2.18,20.48,1.2,1.06,31.58,13.81,11.63,0.87
2022-04-27,1.1,6.1,2.19,20.47,1.21,1.09,31.61,13.84,11.6,0.89
2022-04-28,1.13,6.08,2.19,20.45,1.22,1.12,31.64,13.87,11.57,0.9
2022-04-29,1.16,6.06,2.2,20.44,1.23,1.15,31.67,13.9,11.55,0.91
2022-04-30,1.18,6.05,2.21,20.42,1.24,1.17,31.69,13.92,11.52,0.93
2022-05-01,1.21,6.03,2.21,20.4,1.25,1.2,31.72,13.95,11.5,0.94
2022-05-02,1.24,6.01,2.22,20.39,1.26,1.23,31.75,13.98,11.47,0.96
2022-05-03,1.27,5.99,2.22,20.37,1.27,1.25,31.78,14.01,11.45,0.97
2022-05-04,1.3,5.97,2.23,20.36,1.28,1.28,31.8,14.03,11.42,0.98
2022-05-05,1.33,5.96,2.24,20.34,1.29,1.31,31.83,14.06,11.4,1
2022-05-06,1.35,5.94,2.24,20.33,1.3,1.33,31.86,14.09,11.37,1.01
2022-05-07,1.38,5.92,2.25,20.31,1.31,1.36,31.89,14.12,11.34,1.02
2022-05-08,1.41,5.9,2.25,20.3,1.32,1.39,31.92,14.14,11.32,1.04
2022-05-09,1.44,5.9,2.25,20.24,1.32,1.38,31.96,14.11,11.31,1.05
2022-05-10,1.47,5.9,2.24,20.19,1.32,1.38,32,14.08,11.3,1.07
2022-05-11,1.49,5.89,2.23,20.14,1.32,1.38,32.04,14.04,11.29,1.08
2022-05-12,1.52,5.89,2.23,20.09,1.32,1.37,32.09,14.01,11.28,1.09
2022-05-13,1.55,5.89,2.22,20.04,1.32,1.37,32.13,13.98,11.27,1.11
2022-05-14,1.58,5.89,2.21,19.98,1.33,1.36,32.17,13.94,11.26,1.12
2022-05-15,1.61,5.88,2.21,19.93,1.33,1.36,32.21,13.91,11.26,1.13
2022-05-16,1.64,5.88,2.2,19.88,1.33,1.35,32.26,13.88,11.25,1.15
2022-05-17,1.66,5.88,2.19,19.83,1.33,1.35,32.3,13.84,11.24,1.16
2022-05-18,1.69,5.87,2.19,19.78,1.33,1.34,32.34,13.81,11.23,1.18
2022-05-19,1.72,5.87,2.18,19.72,1.33,1.34,32.38,13.78,11.22,1.19
2022-05-20,1.75,5.92,2.1,19.6,1.42,1.34,32.45,13.7,11.23,1.19
2022-05-21,1.78,5.96,2.01,19.47,1.5,1.34,32.51,13.62,11.24,1.19
2022-05-22,1.81,6.01,1.93,19.34,1.58,1.34,32.57,13.54,11.25,1.19
2022-05-23,1.83,6.05,1.85,19.21,1.66,1.34,32.63,13.47,11.26,1.19
2022-05-24,1.86,6.1,1.76,19.09,1.75,1.34,32.69,13.39,11.27,1.19
2022-05-25,1.89,6.14,1.68,18.96,1.83,1.34,32.76,13.31,11.28,1.19
2022-05-26,1.84,6.16,1.74,18.96,1.84,1.34,32.77,13.33,11.27,1.19
2022-05-27,1.79,6.18,1.79,18.96,1.86,1.35,32.79,13.35,11.25,1.19
2022-05-28,1.73,6.19,1.85,18.96,1.87,1.35,32.81,13.37,11.24,1.19
2022-05-29,1.68,6.21,1.91,18.96,1.88,1.35,32.83,13.39,11.23,1.19
2022-05-30,1.63,6.23,1.96,18.96,1.9,1.35,32.85,13.41,11.21,1.19
2022-05-31,1.58,6.25,2.02,18.96,1.91,1.35,32.87,13.43,11.2,1.19
2022-06-01,1.52,6.26,2.08,18.96,1.92,1.35,32.89,13.45,11.19,1.2
2022-06-02,1.47,6.28,2.13,18.96,1.94,1.35,32.91,13.47,11.17,1.2
2022-06-03,1.42,6.3,2.19,18.96,1.95,1.35,32.93,13.49,11.16,1.2
2022-06-04,1.37,6.32,2.25,18.96,1.96,1.35,32.95,13.51,11.15,1.2
2022-06-05,1.32,6.33,2.3,18.96,1.98,1.35,32.97,13.53,11.13,1.2
2022-06-06,1.32,6.37,2.32,18.91,1.99,1.36,33.01,13.46,11.12,1.2
2022-06-07,1.33,6.4,2.34,18.85,2,1.37,33.04,13.4,11.1,1.2
2022-06-08,1.33,6.44,2.36,18.8,2.01,1.38,33.08,13.33,11.08,1.2
2022-06-09,1.34,6.47,2.37,18.74,2.03,1.39,33.12,13.27,11.07,1.2
2022-06-10,1.35,6.51,2.39,18.69,2.04,1.39,33.16,13.21,11.05,1.2
2022-06-11,1.35,6.54,2.41,18.63,2.05,1.4,33.19,13.14,11.03,1.2
2022-06-12,1.36,6.58,2.43,18.57,2.07,1.41,33.23,13.08,11.02,1.2
2022-06-13,1.37,6.61,2.44,18.52,2.08,1.42,33.27,13.02,11,1.2
2022-06-14,1.37,6.64,2.46,18.46,2.09,1.43,33.3,12.95,10.99,1.2
2022-06-15,1.38,6.68,2.48,18.41,2.11,1.43,33.34,12.89,10.97,1.2
2022-06-16,1.39,6.71,2.5,18.35,2.12,1.44,33.38,12.83,10.95,1.2
2022-06-17,1.39,6.75,2.51,18.3,2.13,1.45,33.42,12.76,10.94,1.2
2022-06-18,1.4,6.78,2.53,18.24,2.15,1.46,33.45,12.7,10.92,1.2
2022-06-19,1.41,6.82,2.55,18.19,2.16,1.47,33.49,12.64,10.9,1.2
2022-06-20,1.41,6.85,2.57,18.13,2.17,1.47,33.53,12.57,10.89,1.2
2022-06-21,1.42,6.89,2.58,18.08,2.19,1.48,33.57,12.51,10.87,1.2
2022-06-22,1.43,6.92,2.6,18.02,2.2,1.49,33.6,12.45,10.85,1.2
2022-06-23,1.43,6.95,2.62,17.97,2.21,1.5,33.64,12.38,10.84,1.2
2022-06-24,1.44,6.99,2.64,17.91,2.23,1.51,33.68,12.32,10.82,1.21
2022-06-25,1.45,6.97,2.65,17.98,2.22,1.51,33.67,12.36,10.79,1.21
2022-06-26,1.45,6.96,2.67,18.04,2.22,1.52,33.67,12.4,10.77,1.21
2022-06-27,1.46,6.94,2.69,18.11,2.22,1.53,33.66,12.44,10.75,1.22
2022-06-28,1.46,6.92,2.7,18.17,2.22,1.54,33.66,12.48,10.72,1.22
2022-06-29,1.47,6.91,2.72,18.23,2.22,1.55,33.66,12.53,10.7,1.22
2022-06-30,1.48,6.89,2.74,18.3,2.21,1.55,33.65,12.57,10.67,1.22
2022-07-01,1.48,6.87,2.75,18.36,2.21,1.56,33.65,12.61,10.65,1.23
2022-07-02,1.49,6.86,2.77,18.43,2.21,1.57,33.64,12.65,10.63,1.23
2022-07-03,1.5,6.84,2.79,18.49,2.21,1.58,33.64,12.69,10.6,1.23
2022-07-04,1.5,6.82,2.8,18.56,2.21,1.59,33.63,12.73,10.58,1.24
2022-07-05,1.51,6.8,2.82,18.62,2.2,1.59,33.63,12.77,10.55,1.24
2022-07-06,1.52,6.79,2.84,18.69,2.2,1.6,33.62,12.82,10.53,1.24
2022-07-07,1.52,6.77,2.85,18.75,2.2,1.61,33.62,12.86,10.5,1.25
2022-07-08,1.53,6.75,2.87,18.82,2.2,1.62,33.62,12.9,10.48,1.25
2022-07-09,1.54,6.74,2.89,18.88,2.2,1.63,33.61,12.94,10.46,1.25
2022-07-10,1.54,6.72,2.9,18.95,2.19,1.63,33.61,12.98,10.43,1.26
2022-07-11,1.55,6.7,2.85,18.9,2.19,1.64,33.61,12.95,10.42,1.26
2022-07-12,1.56,6.68,2.8,18.86,2.19,1.65,33.61,12.91,10.41,1.26
2022-07-13,1.56,6.66,2.75,18.81,2.19,1.66,33.61,12.88,10.39,1.27
2022-07-14,1.57,6.64,2.7,18.77,2.19,1.67,33.61,12.84,10.38,1.27
2022-07-15,1.58,6.63,2.65,18.72,2.19,1.67,33.61,12.81,10.37,1.27
2022-07-16,1.58,6.61,2.59,18.68,2.18,1.68,33.61,12.78,10.35,1.28
2022-07-17,1.59,6.59,2.54,18.63,2.18,1.69,33.61,12.74,10.34,1.28
2022-07-18,1.59,6.57,2.49,18.59,2.18,1.7,33.61,12.71,10.33,1.28
2022-07-19,1.6,6.55,2.44,18.54,2.18,1.71,33.61,12.67,10.31,1.29
2022-07-20,1.61,6.53,2.39,18.5,2.18,1.72,33.61,12.64,10.3,1.29
2022-07-21,1.61,6.51,2.34,18.45,2.17,1.72,33.61,12.61,10.29,1.29
2022-07-22,1.62,6.49,2.28,18.41,2.17,1.73,33.61,12.57,10.28,1.3
2022-07-23,1.63,6.47,2.23,18.36,2.17,1.74,33.61,12.54,10.26,1.3
2022-07-24,1.63,6.45,2.18,18.32,2.17,1.75,33.61,12.51,10.25,1.3
2022-07-25,1.64,6.43,2.13,18.27,2.17,1.76,33.61,12.47,10.24,1.31
2022-07-26,1.65,6.45,2.15,18.3,2.16,1.75,33.58,12.47,10.25,1.31
2022-07-27,1.65,6.46,2.16,18.32,2.16,1.74,33.54,12.47,10.26,1.31
2022-07-28,1.66,6.47,2.18,18.35,2.16,1.73,33.5,12.47,10.28,1.32
2022-07-29,1.67,6.49,2.2,18.37,2.16,1.73,33.47,12.47,10.29,1.32
2022-07-30,1.67,6.5,2.21,18.39,2.16,1.72,33.43,12.47,10.3,1.32
2022-07-31,1.68,6.51,2.23,18.42,2.15,1.71,33.39,12.47,10.32,1.33
2022-08-01,1.69,6.53,2.25,18.44,2.15,1.7,33.36,12.47,10.33,1.33
2022-08-02,1.69,6.54,2.26,18.47,2.15,1.7,33.32,12.47,10.34,1.33
2022-08-03,1.7,6.55,2.28,18.49,2.15,1.69,33.28,12.47,10.36,1.34
2022-08-04,1.7,6.57,2.3,18.51,2.15,1.68,33.25,12.47,10.37,1.34
2022-08-05,1.71,6.53,2.31,18.49,2.14,1.72,33.22,12.44,10.39,1.34
2022-08-06,1.72,6.48,2.32,18.46,2.14,1.76,33.19,12.41,10.42,1.34
2022-08-07,1.72,6.44,2.33,18.43,2.14,1.8,33.16,12.38,10.45,1.35
2022-08-08,1.73,6.4,2.34,18.41,2.14,1.84,33.14,12.35,10.47,1.35
2022-08-09,1.74,6.36,2.35,18.38,2.14,1.88,33.11,12.32,10.5,1.35
2022-08-10,1.74,6.32,2.37,18.36,2.13,1.92,33.08,12.29,10.52,1.35
2022-08-11,1.75,6.27,2.38,18.33,2.13,1.97,33.05,12.26,10.55,1.35
2022-08-12,1.76,6.23,2.39,18.3,2.13,2.01,33.03,12.23,10.57,1.36
2022-08-13,1.76,6.19,2.4,18.28,2.13,2.05,33,12.21,10.6,1.36
2022-08-14,1.77,6.15,2.41,18.25,2.13,2.09,32.97,12.18,10.62,1.36
2022-08-15,1.78,6.1,2.43,18.22,2.13,2.13,32.95,12.15,10.65,1.36
2022-08-16,1.78,6.06,2.44,18.2,2.12,2.17,32.92,12.12,10.67,1.37
2022-08-17,1.79,6.02,2.45,18.17,2.12,2.21,32.89,12.09,10.7,1.37
2022-08-18,1.8,5.98,2.46,18.14,2.12,2.25,32.86,12.06,10.72,1.37
2022-08-19,1.8,5.94,2.47,18.12,2.12,2.29,32.84,12.03,10.75,1.37
2022-08-20,1.81,5.89,2.49,18.09,2.12,2.33,32.81,12,10.77,1.38
2022-08-21,1.82,5.85,2.5,18.06,2.11,2.37,32.78,11.97,10.8,1.38
2022-08-22,1.82,5.81,2.51,18.04,2.11,2.41,32.75,11.94,10.82,1.38
2022-08-23,1.83,5.77,2.52,18.01,2.11,2.45,32.73,11.92,10.85,1.38
2022-08-24,1.83,5.73,2.53,17.98,2.11,2.49,32.7,11.89,10.87,1.39
2022-08-25,1.84,5.68,2.55,17.96,2.11,2.53,32.67,11.86,10.9,1.39
2022-08-26,1.85,5.76,2.56,18.03,2.1,2.48,32.56,11.9,10.92,1.39
2022-08-27,1.85,5.84,2.57,18.1,2.1,2.42,32.44,11.94,10.94,1.39
2022-08-28,1.86,5.92,2.58,18.18,2.1,2.37,32.32,11.98,10.96,1.4
2022-08-29,1.87,6,2.59,18.25,2.1,2.31,32.21,12.02,10.98,1.4
2022-08-30,1.87,6.08,2.6,18.32,2.1,2.26,32.09,12.06,10.99,1.4
2022-08-31,1.88,6.16,2.62,18.4,2.09,2.2,31.98,12.1,11.01,1.4
2022-09-01,1.89,6.24,2.63,18.47,2.09,2.14,31.86,12.14,11.03,1.4
2022-09-02,1.89,6.32,2.64,18.54,2.09,2.09,31.74,12.18,11.05,1.41
2022-09-03,1.9,6.4,2.65,18.62,2.09,2.03,31.63,12.22,11.07,1.41
2022-09-04,1.89,6.44,2.65,18.62,2.09,2.01,31.59,12.21,11.06,1.41
2022-09-05,1.87,6.48,2.65,18.61,2.08,1.98,31.54,12.21,11.05,1.41
2022-09-06,1.86,6.52,2.66,18.61,2.08,1.96,31.5,12.2,11.04,1.42
2022-09-07,1.85,6.57,2.66,18.61,2.08,1.94,31.46,12.19,11.03,1.42
2022-09-08,1.83,6.61,2.66,18.61,2.08,1.91,31.42,12.19,11.02,1.42
2022-09-09,1.82,6.65,2.66,18.6,2.08,1.89,31.38,12.18,11,1.42
2022-09-10,1.81,6.69,2.66,18.6,2.08,1.87,31.34,12.17,10.99,1.43
2022-09-11,1.79,6.73,2.66,18.6,2.07,1.84,31.29,12.17,10.98,1.43
2022-09-12,1.78,6.78,2.66,18.6,2.07,1.82,31.25,12.16,10.97,1.43
2022-09-13,1.77,6.82,2.66,18.6,2.07,1.79,31.21,12.15,10.96,1.43
2022-09-14,1.76,6.86,2.67,18.59,2.07,1.77,31.17,12.15,10.95,1.44
2022-09-15,1.74,6.9,2.67,18.59,2.07,1.75,31.13,12.14,10.94,1.44
2022-09-16,1.73,6.94,2.67,18.59,2.06,1.72,31.08,12.13,10.93,1.44
2022-09-17,1.72,6.98,2.67,18.59,2.06,1.7,31.04,12.13,10.92,1.44
2022-09-18,1.7,7.03,2.67,18.58,2.06,1.68,31,12.12,10.91,1.44
2022-09-19,1.69,7.07,2.67,18.58,2.06,1.65,30.96,12.11,10.89,1.45
2022-09-20,1.68,7.11,2.67,18.58,2.06,1.63,30.92,12.11,10.88,1.45
2022-09-21,1.66,7.17,2.64,18.49,2.05,1.57,30.88,12.02,10.9,1.45
2022-09-22,1.65,7.23,2.6,18.41,2.05,1.5,30.85,11.93,10.91,1.44
2022-09-23,1.64,7.29,2.57,18.32,2.05,1.44,30.81,11.85,10.92,1.44
2022-09-24,1.63,7.24,2.58,18.24,2.05,1.57,30.84,11.76,10.88,1.53
2022-09-25,1.61,7.18,2.6,18.15,2.05,1.69,30.86,11.68,10.83,1.63
2022-09-26,1.6,7.13,2.62,18.07,2.04,1.81,30.88,11.59,10.79,1.72
2022-09-27,1.59,7.13,2.64,18.12,2.04,1.8,30.85,11.64,10.81,1.71
2022-09-28,1.57,7.13,2.66,18.18,2.04,1.79,30.83,11.69,10.83,1.7
2022-09-29,1.56,7.13,2.68,18.23,2.04,1.78,30.81,11.74,10.84,1.69
2022-09-30,1.55,7.13,2.7,18.29,2.04,1.77,30.79,11.79,10.86,1.68
2022-10-01,1.53,7.13,2.72,18.34,2.03,1.76,30.77,11.84,10.88,1.67
2022-10-02,1.52,7.13,2.74,18.39,2.03,1.75,30.75,11.89,10.9,1.66
2022-10-03,1.51,7.13,2.75,18.45,2.03,1.74,30.72,11.94,10.91,1.65
2022-10-04,1.49,7.13,2.77,18.5,2.03,1.73,30.7,11.99,10.93,1.64
2022-10-05,1.48,7.13,2.79,18.56,2.03,1.72,30.68,12.04,10.95,1.63
2022-10-06,1.47,7.13,2.81,18.61,2.02,1.71,30.66,12.09,10.97,1.62
2022-10-07,1.46,7.11,2.83,18.59,2.02,1.71,30.67,12.08,10.97,1.61
2022-10-08,1.44,7.09,2.85,18.56,2.02,1.71,30.69,12.08,10.97,1.6
2022-10-09,1.43,7.07,2.88,18.54,2.02,1.7,30.7,12.08,10.97,1.59
2022-10-10,1.42,7.06,2.9,18.51,2.02,1.7,30.71,12.07,10.97,1.58
2022-10-11,1.4,7.04,2.92,18.49,2.02,1.69,30.73,12.07,10.97,1.57
2022-10-12,1.39,7.02,2.94,18.47,2.01,1.69,30.74,12.06,10.97,1.56
2022-10-13,1.38,7,2.96,18.44,2.01,1.69,30.75,12.06,10.97,1.55
2022-10-14,1.36,6.98,2.98,18.42,2.01,1.68,30.76,12.06,10.97,1.54
2022-10-15,1.35,6.96,3,18.39,2.01,1.68,30.78,12.05,10.97,1.53
2022-10-16,1.34,6.94,3.03,18.37,2.01,1.68,30.79,12.05,10.97,1.52
2022-10-17,1.32,6.93,3.05,18.34,2,1.67,30.8,12.04,10.97,1.51
2022-10-18,1.31,6.91,3.07,18.32,2,1.67,30.82,12.04,10.97,1.5
2022-10-19,1.3,6.89,3.09,18.3,2,1.66,30.83,12.04,10.98,1.49
2022-10-20,1.29,6.87,3.11,18.27,2,1.66,30.84,12.03,10.98,1.48
2022-10-21,1.31,6.89,3.09,18.18,2,1.7,30.89,11.92,10.95,1.48
2022-10-22,1.34,6.91,3.07,18.08,1.99,1.73,30.94,11.81,10.92,1.48
2022-10-23,1.37,6.93,3.05,17.98,1.99,1.77,30.98,11.7,10.9,1.47
2022-10-24,1.4,6.94,3.03,17.89,1.99,1.81,31.03,11.59,10.87,1.47
2022-10-25,1.43,6.96,3,17.79,1.99,1.84,31.07,11.48,10.84,1.47
2022-10-26,1.46,6.98,2.98,17.7,1.99,1.88,31.12,11.37,10.82,1.47
2022-10-27,1.49,7,2.96,17.6,1.98,1.92,31.17,11.26,10.79,1.47
2022-10-28,1.52,7.02,2.94,17.51,1.98,1.95,31.21,11.15,10.76,1.47
2022-10-29,1.48,7.03,2.92,17.56,1.87,1.93,31.22,11.2,10.78,1.47
2022-10-30,1.44,7.04,2.9,17.61,1.76,1.9,31.24,11.25,10.79,1.47
2022-10-31,1.39,7.06,2.87,17.67,1.65,1.88,31.25,11.3,10.81,1.47
2022-11-01,1.35,7.07,2.85,17.72,1.54,1.85,31.26,11.35,10.82,1.47
2022-11-02,1.31,7.08,2.83,17.78,1.43,1.82,31.28,11.4,10.84,1.47
2022-11-03,1.27,7.1,2.81,17.83,1.32,1.8,31.29,11.45,10.85,1.46
2022-11-04,1.23,7.11,2.79,17.89,1.21,1.77,31.3,11.5,10.87,1.46
